id,title,overview,genres,vote_average,original_language,keywords
3763,Onibaba,"While her son, Kichi, is away at war, a woman and her daughter-in-law survive by killing samurai who stray into their swamp, then selling whatever valuables they find. Both are devastated when they learn that Kichi has died, but his wife soon begins an affair with a neighbor who survived the war, Hachi. The mother disapproves and, when she can't steal Hachi for herself, tries to scare her daughter-in-law with a mysterious mask from a dead samurai.",Horror,7.666,ja,"japan, samurai, jealousy, desertion, hold-up robbery, bamboo hut, survival, murder, black and white, demon, jidaigeki, sengoku period, 14th century"
1633,Fried Green Tomatoes,"Amidst her own personality crisis, a southern housewife meets an outgoing old woman who tells her the story of Idgie Threadgoode and Ruth Jamison, two young women who experienced hardships and love in 1920s Whistle Stop, Alabama.","Drama, Comedy",7.665,en,"based on novel or book, southern usa, alabama, female friendship, barbecue (bbq), tomato, cafe, bee, nursing home, tomboy, lgbt, roadside cafe, abused wife, train station, small southern town, lesbian, elderly woman, deep south, flashback to past"
48831,My Night at Maud's,"The Catholic Jean-Louis runs into an old friend, the Marxist Vidal, in Clermont-Ferrand around Christmas. Vidal introduces Jean-Louis to the modestly libertine, recently divorced Maud and the three engage in conversation on religion, atheism, love, morality and Blaise Pascal's life and writings on philosophy, faith and mathematics. Jean-Louis ends up spending a night at Maud's. Jean-Louis' Catholic views on marriage, fidelity and obligation make his situation a dilemma, as he has already, at the very beginning of the film, proclaimed his love for a young woman whom, however, he has never yet spoken to.","Romance, Comedy, Drama",7.7,fr,"france, philosophy, bachelor, mathematics, mathematical theorem, engineer, love, religion, morality, black and white, divorcee, catholic, devout, roman catholic church, old friends, christmas, ethics, christmastime"
5544,Hiroshima Mon Amour,"The deep conversation between a Japanese architect and a French actress forms the basis of this celebrated French film, considered one of the vanguard productions of the French New Wave. Set in Hiroshima after the end of World War II, the couple -- lovers turned friends -- recount, over many hours, previous romances and life experiences. The two intertwine their stories about the past with pondering the devastation wrought by the atomic bomb dropped on the city.","Drama, History, Romance",7.7,fr,"new love, france, atomic bomb, return, lover, architect, hiroshima, japan, black and white, family, extramarital affair, anti war"
891,All the President's Men,"During the 1972 elections, two reporters' investigation sheds light on the controversial Watergate scandal that compels President Nixon to resign from his post.","Drama, Mystery, Thriller",7.661,en,"newspaper, journalist, plan, washington dc, usa, based on novel or book, shadowing, politics, burglar, fbi, wiretap, watergate scandal, based on true story, conspiracy, newspaper man, watergate, informative"
845,Strangers on a Train,A charming psychopath tries to coerce a tennis star into his theory that two strangers can commit the perfect crime by exchanging murders—each killing the other’s most-hated person.,"Crime, Thriller, Drama",7.7,en,"infidelity, island, based on novel or book, perfect crime, psychopath, obsession, detective, suspicion, theory, carousel , lighter, film noir, stalking, black and white, train, strangulation, double cross, amusement park, husband wife estrangement, chance meeting, cocktail party, fiancée, perfect murder, penn station, storm drain, tennis match, tennis pro, trains, murder swap, suspenseful"
68,Brazil,"Low-level bureaucrat Sam Lowry escapes the monotony of his day-to-day life through a recurring daydream of himself as a virtuous hero saving a beautiful damsel. Investigating a case that led to the wrongful arrest and eventual death of an innocent man instead of wanted terrorist Harry Tuttle, he meets the woman from his daydream, and in trying to help her gets caught in a web of mistaken identities, mindless bureaucracy and lies.","Comedy, Science Fiction",7.663,en,"dreams, government, bureaucracy, police state, great britain, technology, dystopia, office, dark comedy, satire, surrealism, steampunk, terrorism, bombing, job promotion, repairman, disturbed, christmas, irreverent, incredulous, witty, admiring, ambiguous, audacious, baffled, euphoric, preposterous"
4497,Viridiana,"Viridiana is preparing to start her life as a nun when she is sent, somewhat unwillingly, to visit her aging uncle, Don Jaime. He supports her; but the two have met only once. Jaime thinks Viridiana resembles his dead wife. Viridiana has secretly despised this man all her life and finds her worst fears proven when Jaime grows determined to seduce his pure niece. Viridiana becomes undone as her uncle upends the plans she had made to join the convent.",Drama,7.7,es,"based on novel or book, nun, faith, lie, uncle, wine, devoutness, rural area, black and white, orphan, guilt, mother superior, convent (nunnery), novice, vow, intense"
1587,What's Eating Gilbert Grape,"Gilbert Grape is a small-town young man with a lot of responsibility. Chief among his concerns are his mother, who is so overweight that she can't leave the house, and his mentally impaired younger brother, Arnie, who has a knack for finding trouble. Settled into a job at a grocery store and an ongoing affair with local woman Betty Carver, Gilbert finally has his life shaken up by the free-spirited Becky.","Romance, Drama",7.662,en,"mentally disabled, sibling relationship, based on novel or book, widow, iowa, dysfunctional family, obesity, single mother, grocery store, mentally handicapped child"
499,Cléo from 5 to 7,"Agnès Varda eloquently captures Paris in the sixties with this real-time portrait of a singer set adrift in the city as she awaits test results of a biopsy. A chronicle of the minutes of one woman’s life, Cléo from 5 to 7 is a spirited mix of vivid vérité and melodrama, featuring a score by Michel Legrand and cameos by Jean-Luc Godard and Anna Karina.",Drama,7.7,fr,"individual, paris, france, singer, cancer, black and white, woman director, day in a life, algerian war (1954-62)"
653,Nosferatu,"The mysterious Count Orlok summons a happily married real estate agent to his castle, located up in the Transylvanian mountains, to finalise a terrifying deal.","Horror, Fantasy",7.659,de,"based on novel or book, self sacrifice, transylvania, germany, loss of loved one, vampire, shapeshifting, coffin, supernatural, castle, ghost ship, black and white, gothic horror, gothic, silent film, seashore, vampire bat, real estate agent, ghoul, psychotronic, locket, sailing ship, corpse in coffin, nosferatu, real estate, black death, expressionism, mountain country, sleepwalking, romania, rat, gothic romance, german expressionism, dracula"
587272,Father There Is Only One,"Javier is what we have dubbed as a ""husband-in-law."" That is that without taking care of the care of the house and children at all, he knows exactly what needs to be done, and that he continuously collects a sum of sentences from the type: ""It is that you do not organize"", or ""do not get nervous"", you already consider that overflowing woman drowns in a glass of water. Javier will have to face the reality of dealing with five children (between four and twelve years old) when his wife decides to go on a trip and leave him alone with them. The chaotic situation that takes place at home will progressively evolve ecologically to the most absolute disaster, but at the same time it will give parents and children the opportunity to meet and enjoy themselves for the first time.","Comedy, Family",7.7,es,"comedian, family"
167581,Free Fall,"A promising career with the police, a baby on the way... Marc's life seems to be right on track. Then he meets fellow policeman Kay and during their regular jogs Marc experiences a never-before-felt sense of ease and effortlessness – and what it means to fall in love with another man.","Drama, Romance",7.658,de,"coming out, infidelity, double life, homophobia, in the closet, police academy, lgbt, bowling alley, police training, trail running, communal shower, homophobic attack, gay theme, excited"
556984,The Trial of the Chicago 7,What was supposed to be a peaceful protest turned into a violent clash with the police. What followed was one of the most notorious trials in history.,"Drama, History",7.657,en,"chicago, illinois, right and justice, political activism, black panther party, based on true story, black activist, counter-culture, historical fiction, activist, 1960s, courtroom drama, legal drama, critical, amused, assertive"
227932,My Mom Is a Character 2,"Dona Hermínia is back, but now rich and famous since she is the host of her own successful TV show. However, the overprotective character will have to deal with her children's departures, as Marcelina and Juliano decide to move out. In counterpart, she will welcome, as a visitor, her sister Lúcia Helena, who's been living in New York.",Comedy,7.7,pt,
15794,White Heat,"A psychopathic criminal with a mother complex makes a daring break from prison and then leads his old gang in a chemical plant payroll heist. After the heist, events take a crazy turn.","Crime, Drama, Thriller",7.7,en,"prison, undercover agent, parent child relationship, gangster, psychopath, mama's boy, heist, film noir, on the run, shootout, train, explosion, killer, inmate, criminal gang, prison break, infiltrate, unfaithful wife"
678,Out of the Past,The peaceful life of a gas station owner is disrupted when a man from his past arrives in town and forces him to return to the dark world he had tried to escape.,"Crime, Thriller",7.7,en,"small town, gas station, suppressed past, gangster, detective, deaf-mute, briefcase, deception, femme fatale, partner, film noir, black and white, double cross, tax evasion, framed for murder"
10637,Remember the Titans,"After leading his football team to 15 winning seasons, coach Bill Yoast is demoted and replaced by Herman Boone – tough, opinionated and as different from the beloved Yoast as he could be. The two men learn to overcome their differences and turn a group of hostile young men into champions.",Drama,7.654,en,"high school, friendship, sports, ku klux klan, politics, american football, 1970s, trainer, race politics, civil rights, apartheid, racial segregation, based on true story, racist, high school sports, coaction, period drama, racial tension, xenophobia, virginia, head coach"
1002185,A Million Miles Away,"The life of engineer and former NASA astronaut José M. Hernández, the first migrant farmworker to go to space.","Drama, History",7.7,en,"underdog, based on novel or book, nasa, based on true story, astronaut, mexican american, migrant worker"
567410,System Crasher,"Wherever 9-year-old Benni ends up, she is expelled. She has become what child protection services call a “system crasher.” But she is not looking to change her ways, and has one goal: go back home to her mother. When anger management trainer Micha is hired to help, suddenly there is hope.",Drama,7.7,de,"problem child, social services, anger management, child protection"
4808,Charade,"After Regina Lampert falls for the dashing Peter Joshua on a skiing holiday in the French Alps, she discovers upon her return to Paris that her husband has been murdered. Soon, she and Peter are giving chase to three of her late husband's World War II cronies, Tex, Scobie and Gideon, who are after a quarter of a million dollars the quartet stole while behind enemy lines.","Comedy, Mystery, Romance",7.653,en,"central intelligence agency (cia), paris, france, espionage, age difference, loss of loved one, widow, spy, interpreter, stamp, caper, whodunit, train, alias, screwball comedy, caper comedy, alps mountains, notre dame cathedral, american spy"
938008,The Killer,"While his girlfriend is away on a trip, retired assassin Bang Ui-kang is tasked with looking after her friend's 17-year-old daughter. After a street attack, Bang Ui-kang becomes embroiled in a murder investigation and dangerous trafficking gang.","Action, Crime, Thriller",7.652,ko,"assassin, based on novel or book, kidnapping"
12548,I Vitelloni,"Five young men dream of success as they drift lazily through life in a small Italian village. Fausto, the group's leader, is a womanizer; Riccardo craves fame; Alberto is a hopeless dreamer; Moraldo fantasizes about life in the city; and Leopoldo is an aspiring playwright. As Fausto chases a string of women, to the horror of his pregnant wife, the other four blunder their way from one uneventful experience to the next.","Comedy, Drama",7.7,it,"friendship, pregnancy, ladykiller, black and white, blunt, neo realism, italian neo realism"
672322,Rurouni Kenshin: The Beginning,"Before he was a protector, Kenshin was a fearsome assassin known as Battosai. But when he meets gentle Tomoe Yukishiro, a beautiful young woman who carries a huge burden in her heart, his life will change forever.","Action, Adventure, Drama, Romance",7.7,ja,"japan, samurai, civil war, redemption, revenge, based on manga, samurai sword, jidaigeki, tragic romance, shinsengumi, bakumatsu, ishin shishi"
573171,Little Eggs: A Frozen Rescue,"In the final Huevos adventure, Toto and his family will have to travel to the South Pole to fulfill their promise to return a polar bear and some Spanish penguins to their home. In order to do so, they will have to overcome some obstacles that will teach them how important teamwork is.","Animation, Adventure, Comedy, Family",7.65,es,
508933,Ricky Gervais: Humanity,"In his first special in seven years, Ricky Gervais slings his trademark snark at celebrity, mortality and a society that takes everything personally.",Comedy,7.7,en,stand-up comedy
50531,Ask Me If I'm Happy,"Aspiring thespians Aldo, Giovanni and Giacomo work dead-end jobs while nurturing their dream production of Cyrano de Bergerac, until love for the same woman tears their friendship apart. Three years later, Giovanni and Giacomo reunite after learning that Aldo is dying.",Comedy,7.65,it,"male friendship, dying wish, tearjerker, aspiring actor, dramedy, estranged friend, friends love same woman, three guys"
49992,Lucky and Zorba,"A seagull is caught by the black tide of a sinking petrol ship. She manages to fly inland and falls down in a garden by a cat. Moribund, she asks the cat to fulfill three promises: that when she lays her egg he must not eat it; that he must take care of it until it hatches; that he would teach the newborn how to fly.","Family, Animation",7.649,it,
728118,"Quo Vadis, Aida?","Bosnia, July 1995. Aida is a translator for the UN in the small town of Srebrenica. When the Serbian army takes over the town, her family is among the thousands of citizens looking for shelter in the UN camp. As an insider to the negotiations Aida has access to crucial information that she needs to interpret. What is at the horizon for her family and people – rescue or death? Which move should she take?","War, Drama, History",7.648,sr,"bosnia and herzegovina, bosnian war (1992-95), genocide, translator, 1990s, srebrenica"
575452,The Traitor,"Palermo, Sicily, 1980. Mafia member Tommaso Buscetta decides to move to Brazil with his family fleeing the constant war between the different clans of the criminal organization. But when, after living several misfortunes, he is forced to return to Italy, he makes a bold decision that will change his life and the destiny of Cosa Nostra forever.","Drama, Crime, Thriller",7.648,it,"rome, italy, palermo, sicily, based on true story, sicilian mafia, italian history, 1980s, 1990s, cosa nostra, anti-mafia, trial witness, 2000s, pentito, omertá, mafia trial, mafia war"
446159,Bacurau,"Bacurau, a small town in the Brazilian sertão, mourns the loss of its matriarch, Carmelita, who lived to be 94. Days later, its inhabitants notice that their community has vanished from most maps.","Mystery, Western, Thriller",7.6,pt,"transsexuality, resistance, autonomy, colonialism, backcountry, autonomia, grassroots movement"
862557,The Hill,"The story of Rickey Hill, who overcomes his physical disability and repairs his relationship with his father in a quest to become a major league baseball (MLB) player.","History, Drama",7.647,en,"baseball, based on true story, christian faith"
144288,Berserk: The Golden Age Arc III - The Advent,"One year has passed since Guts left the Band of the Hawk and Griffith was imprisoned by the Kingdom of Midland for treason. In the dead of night, at a camping site where they hide, the Band of the Hawk is attacked by Bakiraka assassins led by Silat. When all seems lost, Guts returns from his journey. ""You destroyed everything."" Crying that Griffith is nothing without Guts, Casca and Guts are joined together body and soul. Griffith is imprisoned in the oldest building in Wyndham Catle, the Tower of Rebirth.","Animation, Action, Adventure, Drama, Fantasy",7.647,ja,"mercenary, sorcery, sword fight, based on manga, demon, dark fantasy, seinen, anime, horror, adventure"
886396,Batman and Superman: Battle of the Super Sons,"After discovering he has powers, 11-year-old Jonathan Kent and assassin-turned-Boy-Wonder Damian Wayne must join forces to rescue their fathers (Superman & Batman) and save the planet from the malevolent alien force known as Starro.","Animation, Action, Science Fiction",7.646,en,"superhero, villain, based on comic, alien invasion, super power"
840430,The Holdovers,"A curmudgeonly instructor at a New England prep school is forced to remain on campus during Christmas break to babysit the handful of students with nowhere to go. Eventually, he forms an unlikely bond with one of them — a damaged, brainy troublemaker — and with the school’s head cook, who has just lost a son in Vietnam.","Drama, Comedy",7.645,en,"vietnam war, winter, boarding school, holiday, boston, massachusetts, 1970s, melancholy, alcoholism, grief, misfit, mental illness, teacher student relationship, new england, boys' boarding school, christmas, winter break, troubled youth, loss of son, intimate, christmastime, cook, sentimental, adoring"
514439,Breakthrough,"Tragedy strikes when a woman named Joyce's son falls through the ice on a frozen lake and is trapped underwater for over 15 minutes. After being rushed to the hospital, the 14-year-old boy continues to fight for his life as Joyce, her husband and their pastor stay by his bedside and pray for a miracle.",Drama,7.644,en,"coma, based on novel or book, miracle, based on true story, family drama, based on memoir or autobiography, teenage boy, broken ice, christian faith, independent film, inspirational, dramatic"
371645,Hunt for the Wilderpeople,"Ricky is a defiant young city kid who finds himself on the run with his cantankerous foster uncle in the wild New Zealand bush. A national manhunt ensues, and the two are forced to put aside their differences and work together to survive.","Adventure, Comedy, Drama",7.644,en,"countryside, based on novel or book, wild boar, delinquent, new zealand, wilderness, coming of age, dog, foster family, nature"
20139,The Children's Hour,An unruly student at a private all-girls boarding school scandalously accuses the two women who run it of having a romantic relationship.,Drama,7.6,en,"suicide, falsely accused, female friendship, girls' boarding school, based on play or musical, teacher, lesbian relationship, black and white, lgbt, rumor, libel suit, depressed woman, queer, girls' school, devastating"
16219,Gladiator,"Tommy Riley has moved with his dad to Chicago from a 'nice place'. He keeps to himself, goes to school. However, after a street fight, he's noticed and quickly falls into the world of illegal underground boxing — where punches can kill.",Drama,7.643,en,"chicago, illinois, sports, boxer, fistfight, tournament, racial tension, boxing"
381289,A Dog's Purpose,A dog goes on quest to discover his purpose in life over the course of several lifetimes with multiple owners.,"Adventure, Fantasy, Family, Drama",7.642,en,"based on novel or book, human animal relationship, reincarnation, dog, pets"
15251,Eddie Murphy: Delirious,"Taped live and in concert at Constitution Hall in Washington, D.C. in August, 1983, Eddie Murphy: Delirious captures Eddie Murphy's wild and outrageous stand-up comedy act, which he performed in New York and eighteen other cities across the U.S. to standing-room-only audiences. Eddie's comedy was groundbreaking, completely new, razor sharp and definitely funny.Eddie Murphy pontificates in his own vulgarly hilarious fashion on everything from bizarre sexual fantasies to reliving the family barbecue, and is peppered with Eddie's one-of-a-kind wit. Laugh along as Eddie reminiscences of hot childhood days and the ice cream man intermixed with classic vocal parodies of top American entertainers.Experience Eddie Murphy at his best, live and red hot! Delirious! Uncensored and Uncut!",Comedy,7.642,en,"stand-up comedy, crude humor"
869626,Marcel the Shell with Shoes On,"Marcel is an adorable one-inch-tall shell who ekes out a colorful existence with his grandmother Connie and their pet lint, Alan. Once part of a sprawling community of shells, they now live alone as the sole survivors of a mysterious tragedy. When a documentarian discovers them amongst the clutter of his Airbnb, his resulting short film brings Marcel millions of passionate fans, as well as unprecedented dangers and a new hope at finding his long-lost family.","Animation, Comedy, Drama, Family",7.641,en,"journalist, mockumentary, stop motion, family, fake documentary, viral video, shell, children's story, kids, airbnb, stop frame, grandmother grandson relationship, based on short film"
8416,The Conformist,"A weak-willed Italian man becomes a fascist flunky who goes abroad to arrange the assassination of his old teacher, now a political dissident.",Drama,7.641,it,"paris, france, hitman, italy, fascism, childhood trauma, benito mussolini, political assassination, conformity, anti-fascism"
4495,The Spirit of the Beehive,"In 1940, in the immediate aftermath of the Spanish Civil War, a young girl living on the Castilian plain is haunted after attending a screening of James Whale's 1931 film Frankenstein and hearing from her sister that the monster is not dead, instead existing as a spirit inhabiting a nearby barn.","Drama, Fantasy",7.641,es,"beehive, baby-snatching, spanish civil war (1936-39)"
261,Cat on a Hot Tin Roof,"An alcoholic ex-football player drinks his days away, having failed to come to terms with his sexuality and his real feelings for his football buddy who died after an ambiguous accident. His wife is crucified by her desperation to make him desire her: but he resists the affections of his wife. His reunion with his father—who is dying of cancer—jogs a host of memories and revelations for both father and son.",Drama,7.6,en,"dying and death, depression, individual, suicide, jealousy, husband wife relationship, southern usa, mississippi river, plantation, patriarch, based on play or musical, inheritance, sibling rivalry, brother against brother, cynical, alcoholic, dying father, family conflict, angry, father son conflict, southern gothic, anxious, daughter–in–law father–in–law relationship, star athlete, cotton plantation, mississippi, authoritarian, condescending"
247,The Killing,"Career criminal Johnny Clay recruits a sharpshooter, a crooked police officer, a bartender and a betting teller named George, among others, for one last job before he goes straight and gets married. But when George tells his restless wife about the scheme to steal millions from the racetrack where he works, she hatches a plot of her own.","Crime, Thriller, Drama",7.64,en,"sniper, adultery, robbery, husband wife relationship, corruption, marriage crisis, gangster, ex-detainee, horse race, way of life, heist, femme fatale, film noir, bag of money, black and white"
55,Amores Perros,"A fatalistic car crash in Mexico city sets off a chain of events in the lives of three people: a supermodel, a young man wanting to run off with his sister-in-law, and a homeless man.","Drama, Thriller",7.64,es,"daughter, secret love, homeless person, mexico city, mexico, money, dog fighting, dog, nonlinear timeline, multiple storylines, new mexican cinema, commanding"
508439,Onward,"In a suburban fantasy world, two teenage elf brothers embark on an extraordinary quest to discover if there is still a little magic left out there.","Adventure, Animation, Comedy, Family, Fantasy",7.639,en,"elves, magic, dead father, dead parent, fantasy world, teenage protagonist, brother brother relationship"
137113,Edge of Tomorrow,"Major Bill Cage is an officer who has never seen a day of combat when he is unceremoniously demoted and dropped into combat. Cage is killed within minutes, managing to take an alpha alien down with him. He awakens back at the beginning of the same day and is forced to fight and die again... and again - as physical contact with the alien has thrown him into a time loop.","Action, Science Fiction",7.639,en,"deja vu, based on novel or book, restart, military officer, dystopia, affectation, time travel, training, alien, time loop, soldier, alien invasion, war hero, exoskeleton, somber, anxious, soldiers, war, sentimental, romantic, admiring, adoring, commanding, defiant, dignified, earnest, empathetic, 2020s"
24160,My Friends Act II,"The four old friends meet on the grave of the fifth of them, Perozzi, who died at the end of the first episode. Time has passed but they are still up for adventures and cruel jokes, and while they recall the one they created together with the late friend, new ones are on their way, starting right there at the cemetery.",Comedy,7.639,it,male friendship
21542,Love Don't Co$t a Thing,A high school outcast pays a cheerleader to pose as his girlfriend so he can be considered cool.,"Comedy, Drama, Family, Romance",7.638,en,woman director
11898,Kind Hearts and Coronets,"When his mother eloped with an Italian opera singer, Louis Mazzini was cut off from her aristocratic family. After the family refuses to let her be buried in the family mausoleum, Louis avenges his mother's death by attempting to murder every family member who stands between himself and the family fortune. But when he finds himself torn between his longtime love and the widow of one of his victims, his plans go awry.","Comedy, Crime",7.6,en,"prison, jealousy, based on novel or book, italian, poison, widow, gallows, dark comedy, hot air balloon, duke, relatives, singer, black and white, series of murders, heir, dysfunctional relationship, edwardian england, 1900s, understated, absurd"
1904,Memoirs of a Geisha,"In the years before World War II, a penniless Japanese child is torn from her family to work as a maid in a geisha house.","Drama, Romance, History",7.637,en,"secret love, japan, prostitute, sibling relationship, geisha, brothel, mentor, world war ii, loss of virginity, period drama, biting, kimono, sumo, kyoto, japan, 1920s, 1940s, 1930s, desperate, loving, student mentor relationship, loss of sister, loss of parents, admiring, appreciative, authoritarian, disrespectful"
4995,Boogie Nights,"In 1977, an idealistic porn producer and his promising protege try to catch up with the end of an era before their never-ending party collides with cold, hard reality.","Drama, Comedy",7.636,en,"new year's eve, adultery, pornography, robbery, husband wife relationship, drug abuse, 1970s, cocaine, porn actor, custody battle, melancholy, rags to riches, coming of age, alter ego, los angeles, california, drugs, porn industry, disco, voyeurism, curious, 1980s, candid, big dick, mother son relationship, introspective, dramatic, admiring, audacious, euphoric"
13830,Shottas,"A raw urban drama about two friends raised on the dangerous streets of Kingston, Jamaica. Biggs and Wayne take on the ""Shotta"" way of life to survive. As young boys, they begin a life of crime, eventually moving to the US where they begin a ruthless climb from the bottom. They remain bound to each other by their shottas loyalty as they aggressively take control of the Jamaican underworld.","Action, Adventure, Crime, Drama",7.634,en,"street gang, crime boss, police chase, gang violence, yardie, jamaican posse"
313297,Kubo and the Two Strings,"Kubo mesmerizes the people in his village with his magical gift for spinning wild tales with origami. When he accidentally summons an evil spirit seeking vengeance, Kubo is forced to go on a quest to solve the mystery of his fallen samurai father and his mystical weaponry, as well as discover his own magical powers.","Animation, Adventure, Family",7.633,en,"japan, samurai, magic, forgiveness, stop motion, storytelling, origami, feudal japan, mother son relationship"
16306,Fantastic Planet,"On the planet Ygam, the Draags, extremely technologically and spiritually advanced blue humanoids, consider the tiny Oms, human beings descendants of Terra's inhabitants, as ignorant animals. Those who live in slavery are treated as simple pets and used to entertain Draag children; those who live hidden in the hostile wilderness of the planet are periodically hunted and ruthlessly slaughtered as if they were vermin.","Animation, Science Fiction",7.631,fr,"based on novel or book, dystopia, space travel, alien life-form, alien planet, adult animation, shocking, human subjugation, technological evolution"
13929,Geri's Game,"An aging codger named Geri plays a daylong game of chess in the park against himself. Somehow, he begins losing to his livelier opponent. But just when the game's nearly over, Geri manages to turn the tables.","Animation, Comedy, Family",7.631,en,"chess, eyeglasses, park, false teeth, dentures, elderly man, leaf, short film"
803700,The Eight Mountains,"An epic journey of friendship and self-discovery set in the breathtaking Italian Alps, The Eight Mountains follows over four decades the profound, complex relationship between Pietro and Bruno.",Drama,7.63,it,"friendship, based on novel or book, mountain, male friendship, building a house, father son relationship, alps"
513434,One Cut of the Dead,"Real zombies arrive and terrorize the crew of a zombie film being shot in an abandoned warehouse, said to be the site of military experiments on humans.","Comedy, Horror, Drama",7.632,ja,"cinema on cinema, film in film, zombie, filmmaking, making of, found footage, livestream, repurposed footage, zom-com"
342470,All the Bright Places,Two teens facing personal struggles form a powerful bond as they embark on a cathartic journey chronicling the wonders of Indiana.,"Romance, Drama",7.63,en,"suicide, indiana, usa, based on novel or book, based on young adult novel"
650,Boyz n the Hood,"In the middle of the Los Angeles ghetto, drugs, robberies and shootings dominate everyday life. During these times, Furious tries to raise his son Tre to be a decent person. Tre's friends, on the other hand, have little regard for the law and drag the entire neighborhood into a street war...","Crime, Drama",7.629,en,"street gang, gangster, rapper, ghetto, street war, violence in schools, coming of age, social commentary, vexed, social awareness, south central los angeles, vindictive, cautionary, black american, intense, antagonistic, callous, racial inequality"
108,Three Colors: Blue,"The wife of a famous composer survives a car accident that kills her husband and daughter. Now alone, she shakes off her old identity and explores her newfound freedom but finds that she is unbreakably bound to other humans, including her husband’s mistress, whose existence she never suspected.",Drama,7.6,fr,"france, paris, france, composer, pain, to compose, loss of loved one, psychological drama, french"
110160,Laurence Anyways,The story of an impossible love between a woman named Fred and a transgender woman named Laurence who reveals her inner desire to become her true self.,"Drama, Romance",7.6,fr,"montreal, canada, family, lgbt, social issues, self-liberation, fearless, 1980s, 1990s"
28580,The Lost Weekend,"Longtime alcoholic Don Birnam has been sober for ten days and appears to be over the worst... but his craving has just become more insidious. Evading a country weekend planned by his brother and girlfriend, he begins a four-day bender that just might be his last – one way or another.",Drama,7.6,en,"based on novel or book, alcohol, brother, paranoia, bartender, addiction, alcoholism, flashback, film noir, suicidal, black and white, writer, alcoholic, bats, low self esteem, dishonesty, hopelessness, delirium tremens, lies, devoted girlfriend"
9343,Fitzcarraldo,"Fitzcarraldo is a dreamer who plans to build an opera house in Iquitos, in the Peruvian Amazon, so, in order to finance his project, he embarks on an epic adventure to collect rubber, a very profitable product, in a remote and unexplored region of the rainforest.","Drama, Adventure",7.628,de,"peru, plantation, ambition, amazon rainforest, steamboat, south america, opera house, riverboat, 19th century, imperialism, iquitos, peru, amazon river, rubber, white water rafting, willpower, manaos, brazil, transporting boat, amazonie"
799766,Better Man,"Follow Robbie Williams' journey from childhood, to being the youngest member of chart-topping boyband Take That, through to his unparalleled achievements as a record-breaking solo artist – all the while confronting the challenges that stratospheric fame and success can bring.","Music, Drama",7.627,en,"depression, drug addiction, musical, biography, based on true story, family abandonment, drugs, monkey, teenage boy, pop music, price of fame, boy band, 1980s, 1990s, arrested development, self-harm, father son relationship, mother son relationship, wonder, 2000s, grandmother grandson relationship, jukebox musical, based on real person"
580175,Another Round,Four stagnant high school teachers decide to test out a theory that maintaining a constant level of intoxication will improve their overall lives.,"Comedy, Drama",7.627,da,"friendship, experiment, copenhagen, denmark, alcohol, melancholy, alcoholism, family relationships, teacher, drunk, teacher student relationship, intoxication, social pressure, pressure to perform, wistful, hilarious"
25188,The Last Picture Show,"High school seniors and best friends, Sonny and Duane, live in a dying Texas town. The handsome Duane is dating a local beauty, while Sonny is having an affair with the coach's wife. As graduation nears and both boys contemplate their futures, Duane eyes the army and Sonny takes over a local business. Each struggles to figure out if he can escape this dead-end town and build a better life somewhere else.","Drama, Romance",7.6,en,"small town, new love, based on novel or book, texas, graduation, high school graduation, billiard hall, graduation present, black and white, elopement, 1950s, thoughtful"
13363,The Man from Earth,"A departing professor gathers his closest colleagues for an intimate farewell, but the night takes an unexpected turn when he shares a stunning secret about his past. As the conversation unfolds, skepticism and curiosity collide, challenging everything they thought they knew about history, science, and belief.","Science Fiction, Drama",7.627,en,"immortality, birthday, legend, philosophy, professor, psychology, bible, time, survival, anthropology, prehistory, religion, memory, church, cavemen, assertive, dignified, enchant"
74308,Detachment,"A chronicle of three weeks in the lives of several high school teachers, administrators and students through the eyes of substitute teacher, Henry Barthes. Henry roams from school to school, imparting modes of knowledge, but never staying long enough to form any semblance of sentient attachment.",Drama,7.626,en,"depression, falsely accused, classroom, grandfather, unhappiness, animal abuse, dreary"
10451,Eat Drink Man Woman,"Retired and widowed Chinese master chef Chu lives in modern day Taipei, with his three attractive daughters, all of whom are unattached. Soon, each daughter encounters a new man in their lives. When these new relationships blossom, stereotypes are broken and the living situation within the family changes.","Comedy, Drama, Romance",7.626,zh,"daughter, cooking, sense of life, aging, taiwan, teacher, food, taiwanese, dating, family, chef, widower, taipei, father daughter relationship, sister sister relationship, chinese cuisine, sisters, masterchef, aging man"
1678,Godzilla,"Japan is thrown into a panic after several ships are sunk near Odo Island. An expedition to the island led by Dr. Kyohei Yamane soon discover something far more devastating than imagined in the form of a 50 meter tall monster whom the natives call Gojira. Now the monster begins a rampage that threatens to destroy not only Japan, but the rest of the world as well.","Thriller, Horror, Science Fiction",7.626,ja,"ship, island, japan, atomic bomb, shipwreck, giant monster, nuclear radiation, tokyo, japan, dinosaur, black and white, creature feature, kaiju, post war japan, animal horror, godzilla, tokusatsu"
1939,Laura,A police detective falls in love with the woman whose murder he's investigating.,"Drama, Mystery",7.625,en,"jealousy, obsession, advertising expert, shotgun, detective, investigation, mistaken identity, romance, film noir, murder, whodunit, black and white, investigator, intrigue, portrait, police investigation, portrait painting, mysterious, murder mystery, murder suspect, 1940s, other woman, suspense"
