id,title,overview,genres,vote_average,original_language,keywords
1339713,Obsession,"After breaking the mysterious ""One Wish Willow"" to win his crush's heart, a hopeless romantic finds himself getting exactly what he asked for but soon discovers that some desires come at a dark, sinister price.","Horror, Thriller",7.9,en,"obsession, supernatural, possession, wish, unrequited love, couple, taunting, absurdism, self-harm, supernatural horror, psychological, independent film, psychological horror, cursed object, antagonistic, baffled"
931285,Mortal Kombat II,"The fan favorite champions—now joined by Johnny Cage himself—are pitted against one another in the ultimate, no-holds barred, gory battle to defeat the dark rule of Shao Kahn that threatens the very existence of the Earthrealm and its defenders.","Action, Fantasy, Adventure",7.985,en,"martial arts, magic, ninja fighter, gore, sequel, god, alternate dimension, ninja, fighting, based on video game, martial arts tournament, struggling actor, hand to hand combat"
936075,Michael,"The story of Michael Jackson, one of the most influential artists the world has ever known, and his life beyond the music. His journey from the discovery of his extraordinary talent as the lead of the Jackson Five, to the visionary artist whose creative ambition fueled a relentless pursuit to become the biggest entertainer in the world, highlighting both his life off-stage and some of the most iconic performances from his early solo career.","Music, Drama",8.648,en,"child abuse, sibling relationship, 1970s, abusive father, ambition, biography, singer, period drama, music history, price of fame, singer-songwriter, rise to fame, 1980s, 1960s, music, approving, comforting, biographical drama, music drama, biopic"
1367220,Karuppu,"In a world where justice falters, guardian deity Vettai Karuppu takes the guise of a lawyer to battle a corrupt legal system preying on the powerless.","Action, Fantasy",7.059,ta,"crooked lawyer, lawyer, taunting, political corruption, hindu god, supernatural drama, corrupt legal system, crime drama"
879945,The Unknown Man,"Louis, a Flemish writer, decides to isolate himself at the Côte d’Azur, hoping this place will bring him inspiration.",Drama,7.8,nl,"côte d'azur, writer, lgbt, gay theme, short film"
1057265,Peddi,"In 1980s rural Andhra Pradesh, a spirited villager unites his community through sports to defend their pride against a powerful rival.","Action, Drama",6.58,te,"sports, politics, cricket, 1980s, multi-sports"
1239134,Bhooth Bangla,"A man inherits a palace in rural Mangalpur and plans his sister's wedding there, but strange supernatural events and panicked locals force him to investigate the property's mysterious past.","Horror, Comedy",5.5,hi,"haunted house, black magic, based on myths, legends or folklore, supernatural horror, indian mythology, comedy horror, supernatural comedy"
1275779,Disclosure Day,"If you found out we weren’t alone, if someone showed you, proved it to you, would that frighten you?","Thriller, Science Fiction, Mystery",6.77,en,"race against time, alien, alien invasion, meteorologist, government secrets, complex, wonder, cautionary, conspiracy thriller, dramatic, empathetic, exhilarated, foreboding, suspense mystery"
1308553,Hai Jawani Toh Ishq Hona Hai,"When Jass leaves his marriage over conflicting priorities, a new romance abroad is upended by shocking revelations, forcing him to confront love, loyalty, and the true meaning of commitment.","Romance, Comedy",5.722,hi,
1523145,Your Heart Will Be Broken,"High school student Polina is saved from bullying at her new school and makes a deal with the main bully Bars: he must pretend to be her boyfriend and protect her, and she must do everything he says. During this game, the couple develops real feelings, but her family and classmates have reasons to separate the lovers.","Romance, Drama",7.0,ru,based on novel or book
1226863,The Super Mario Galaxy Movie,"Having thwarted Bowser's previous plot to marry Princess Peach, Mario and Luigi now face a fresh threat in Bowser Jr., who is determined to liberate his father from captivity and restore the family legacy. Alongside companions new and old, the brothers travel across the stars to stop the young heir's crusade.","Family, Comedy, Adventure, Fantasy, Animation",8.195,en,"friendship, sibling relationship, space travel, sequel, based on video game, buddy comedy, aftercreditsstinger, duringcreditsstinger, space adventure, father son relationship, parallel universe, brother brother relationship, talking animal, magic land, cliché"
1228710,The Mandalorian and Grogu,"The evil Empire has fallen, and Imperial warlords remain scattered throughout the galaxy. As the fledgling New Republic works to protect everything the Rebellion fought for, they have enlisted the help of legendary Mandalorian bounty hunter Din Djarin and his young apprentice Grogu.","Action, Adventure, Science Fiction",6.765,en,"galaxy, bounty hunter, spin off, space opera, nostalgic, space adventure, based on tv series, master apprentice relationship, bold"
1226293,Salitan,A suspicious wife follows her husband in Bali. She meets a dashing man who captures her heart. She soon wants her husband to really have an affair to alleviate the guilt she is feeling.,"Drama, Romance",4.375,tl,sexy
1103473,KD – The Devil,"In the early 1970s, a petty criminal Kaali unwittingly involves himself with underworld thugs, catalyzing events beyond his control.","History, Crime, Action, Fantasy",7.5,kn,1970s
11012,Damage,The life of a respected British politician at the height of his career crumbles when he becomes obsessed with his son's lover.,"Drama, Romance",6.6,en,"london, england, sibling relationship, loss of loved one, longing, politician, scandal, in flagranti, femme fatale, older man younger woman relationship, extramarital affair, voyeur, father son relationship"
28322,Madness,"An escaped convicted murderer invades the cottage of a man, his wife and the wife's sister, whereupon he proceeds to torment this already dysfunctional trio with rape and violence.","Thriller, Action, Crime",4.969,it,"rape, escaped convict, murder, home invasion"
912378,Dridam,"A police officer arrives at a seemingly peaceful station but faces pressure when human remains are discovered. Given only a week to solve the murder, he must navigate demands from his department and an anxious public seeking swift justice.","Crime, Thriller",7.0,ml,investigation
1280738,The Furious,"After Wang Wei's daughter is kidnapped by a criminal network and he receives no help from the corrupt police, Wei sets out to find her himself. His only ally is Navin, a relentless journalist whose wife has mysteriously disappeared. Fueled by a furious vengeance, the unlikely duo ruthlessly battle the kidnappers in this explosive martial arts showdown.","Action, Crime",8.1,en,"martial arts, kung fu, rescue mission, police corruption, child trafficking, child kidnapping, missing wife, child rescue, inflammatory, relentless vengeance, dynamic duo"
1304313,Lee Cronin's The Mummy,"The young daughter of a journalist disappears into the desert without a trace—eight years later, the broken family is shocked when she is returned to them, as what should be a joyful reunion turns into a living nightmare.","Horror, Mystery",8.042,en,"journalist, egypt, monster, ritual, kidnapping, pyramid, investigation, supernatural, mummy, possession, disappearance, curse, demon, tomb, missing person, supernatural horror, body horror, bewildered, conceited"
1007757,Swapped,"A small woodland creature and a majestic bird, two natural sworn enemies of the Valley, magically trade places and set off on an adventure of a lifetime to switch back. Their journey soon uncovers a greater threat—one that could endanger not only their species, but the entire valley they call home.","Adventure, Animation, Family, Fantasy",8.968,en,"wolf, buddy, forest fire, woodlands, forest lore, bird, 3d animation, body swap, animal adventure"
1084244,Toy Story 5,"When Bonnie receives a Lilypad tablet as a gift and becomes obsessed, Buzz, Woody, Jessie and the rest of the gang's jobs become exponentially harder when they have to go head to head with the all-new threat to playtime.","Animation, Family, Comedy, Adventure",7.071,en,"farm, island, pig, horse, rescue mission, rivalry, sequel, stranded, tire swing, walkie talkie, cowgirl, cowboy, buddy comedy, toy comes to life, hippo, abandonment, toilet paper, replacement, toy, frog, 3d animation, tablet, ipad"
454639,Masters of the Universe,"After being separated for 15 years, the Sword of Power leads Prince Adam back to Eternia, where he discovers his home shattered under the fiendish rule of Skeletor. To save his family and his world, Adam must join forces with his closest allies, Teela and Duncan/Man-At-Arms, and embrace his true destiny as He-Man — the most powerful man in the universe.","Action, Fantasy, Science Fiction",7.289,en,"skeleton, superhero, nostalgia, alien planet, based on toy, super power, reboot, warrior, sword and planet, sword and sorcery, warriors, based on tv series, fantasy"
687163,Project Hail Mary,"Science teacher Ryland Grace wakes up on a spaceship light years from home with no recollection of who he is or how he got there. As his memory returns, he begins to uncover his mission: solve the riddle of the mysterious substance causing the sun to die out. He must call on his scientific knowledge and unorthodox ideas to save everything on Earth from extinction.","Science Fiction, Adventure",8.684,en,"friendship, coma, based on novel or book, bravery, sun, language barrier, space travel, space mission, alien, space, memory loss, suicide mission, astronaut, scientist, science teacher, save the planet, spaceship, interspecies friendship, suspenseful, awestruck, compassionate, empathetic, joyful, optimistic"
1122573,In the Grey,"A covert team of elite operatives are living in the shadows. When a ruthless despot steals a billion-dollar fortune, they're sent to take it back—an impossible heist that erupts into a deadly game of strategy, deception and survival.","Action, Thriller",6.6,en,"mission, heist, agent, dangerous mission, irreverent, provocative, audacious, enthusiastic, sarcastic"
1293550,Bandar,"TV star Samar's life spirals when his ex Gayatri accuses him of rape after he blocks contact with her. Despite his new relationship with Khushi, he faces arrest and encounters a corrupt justice system.",Thriller,7.0,hi,
1439930,The Punisher: One Last Kill,"As Frank Castle searches for meaning beyond revenge, an unexpected force pulls him back into the fight.","Action, Drama, Crime",8.35,en,"post-traumatic stress disorder (ptsd), gun, anti hero, hallucination, based on comic, revenge, one man army, death of family, mental health, marvel cinematic universe (mcu), hunted, hard, vigilante justice, conspiracy thriller"
1582770,Dhurandhar: The Revenge,"As rival gangs, corrupt officials and a ruthless Major Iqbal close in, Hamza's mission for his country spirals into a bloody personal war where the line between patriot and monster disappears in the streets of Lyari.","Action, Crime, Thriller",7.3,hi,"undercover, espionage, politics, spy, traitor, patriotism, nationalism, gore, gang leader, pakistan, sequel, betrayal, conspiracy, torture, soldier, india, interrogation, terrorist attack, undercover operation, gun violence, bloodshed, political corruption"
976912,Graphic Desires,"When reclusive Franklin cheats on his partner with a mysterious girl he meets on a dating app, it becomes the start of a deadly obsession.","Thriller, Crime",6.935,en,"infidelity, cheating, killing, murder, erotic thriller, murdered, dating app"
1358005,Office Romance,"Jackie, President and CEO of Air Cruz, runs a tight ship in her business, including a rigid anti-fraternization policy for all her employees. When a new sexy lawyer begins working for her, that policy becomes very tested.","Romance, Comedy",6.5,en,"romcom, ceo, office romance, shocking, love story"
1327819,Hoppers,"Scientists have discovered how to 'hop' human consciousness into lifelike robotic animals, allowing people to communicate with animals as animals. Animal lover Mabel seizes an opportunity to use the technology, uncovering mysteries within the animal world beyond anything she could have imagined.","Adventure, Animation, Comedy, Family, Science Fiction",8.181,en,"human vs nature, spy, beaver, oregon, usa, transhumanism, consciousness, aftercreditsstinger, duringcreditsstinger, human becoming an animal, robotic animal, 3d animation"
1380291,Tom Clancy's Jack Ryan: Ghost War,"Jack Ryan is reluctantly pulled back into espionage when an international covert mission unravels a deadly conspiracy. Racing against time, he joins CIA allies Mike November & James Greer and sharp MI6 officer Emma Marlowe to battle a rogue black-ops unit in a high-stakes, deeply personal fight.","Action, Thriller",7.069,en,"jack ryan, based on tv series, suspense, absurd"
1477317,Your Fault: London,"Nick and Noah are both embarking on life-changing adventures that are threatening to pull them apart—Nick in business with his father and Noah starting a fresh chapter at Oxford University. Now living separate lives, and meeting new people, they find themselves entangled in temptations, rivalries, and betrayals and their bond is tested like never before. As secrets unravel and temptation rises, they must fight to hold onto each other—or risk losing everything.","Romance, Drama",7.8,en,"based on novel or book, romance"
1083381,Backrooms,A strange doorway appears in the basement of a furniture showroom.,"Horror, Mystery, Science Fiction",6.876,en,"california, monster, therapist, surrealism, childhood trauma, alcoholism, found footage, 1990s, other dimension, based on web series, psychological, liminal, body horror, psychological horror, liminal space, analog horror, sci-fi horror, bewildered, foreboding, liminal horror"
1419406,The Shadow's Edge,Macau Police brings the tracking expert police officer out of retirement to help catch a dangerous group of professional thieves.,"Action, Crime, Drama, Thriller",7.762,zh,"race against time, ex-cop, betrayal, macau, hand to hand combat, manhunt, hidden agenda, hacked camera system, cryptocurrency, security breach, tracking expert, spectacular action scenes, surveillance city, family stakes"
83533,Avatar: Fire and Ash,"In the wake of the devastating war against the RDA and the loss of their eldest son, Jake Sully and Neytiri face a new threat on Pandora: the Ash People, a violent and power-hungry Na'vi tribe led by the ruthless Varang. Jake's family must fight for their survival and the future of Pandora in a conflict that pushes them to their emotional and physical limits.","Science Fiction, Adventure, Fantasy",7.587,en,"witch, clone, space war, tribe, sequel, alien, transhumanism, family, space adventure, motion capture, family dynamics, rival, dreary, oscar winner"
1536233,The Summoning of Baby Blue,A babysitting gig becomes a nightmare of urban legend when three teens summon Baby Blue. Survival depends on uncovering the past to escape a mother’s wrath from beyond the grave.,Horror,5.0,en,
1431068,Main Vaapas Aaunga,"An elderly man remains haunted by a childhood romance and memories of love lost during the 1947 Partition of India. As he shares his story with his grandson, the past unfolds through memories of migration, longing, and a love that endures across generations.","Romance, Drama",4.0,hi,
1311031,Demon Slayer: Kimetsu no Yaiba Infinity Castle,"The Demon Slayer Corps are drawn into the Infinity Castle, where Tanjiro, Nezuko, and the Hashira face terrifying Upper Rank demons in a desperate fight as the final battle against Muzan Kibutsuji begins.","Animation, Action, Fantasy",7.715,ja,"supernatural, sequel, based on manga, demon, shounen, anime, brother sister relationship, taisho period"
1486860,Haunted 3D: Echoes of the Past,"A man seeks refuge in a remote Indian mountain mansion, fleeing his past. He discovers the house harbors sinister secrets, pain, and terror ready to torment him.","Horror, Romance, Thriller",0.0,hi,
1694978,Chum,"A newlywed couple joins friends on a Mediterranean yacht excursion, only to find themselves caught between a predatory shark and a psychopathic killer in their midst-transforming a sun-drenched escape into a fight for survival.",Horror,4.75,en,"shark, newlywed, fishing boat, mediterranean sea"
1628448,Maa Behen,"In this dark comedy, a woman calls her estranged daughters in the middle of the night with chilling news — there's a dead body in her kitchen.","Comedy, Thriller, Drama",6.667,hi,
1288341,Seven Snipers,"When a former elite sniper is hunted down by the ruthless warlord who once held her captive, she must fight to the death to protect the daughter she has raised in hiding, on a remote Australian farm.","Action, Thriller",5.7,en,"apathetic, cliché"
1290821,Shelter,"A man living in self-imposed exile on a remote island rescues a young girl from a violent storm, setting off a chain of events that forces him out of seclusion to protect her from enemies tied to his past.","Action, Crime, Thriller",7.7,en,"home invasion, mysterious girl, ghosts of the past, isolated island, child protection, solitary life, hidden secret, close‑quarters combat, dangerous escalation, storm rescue, unexpected threat, violent assault, protective instinct, lone protector, intense action thriller, siege situation"
1318413,Pressure,"In the tense 72 hours before D-Day, and the fate of the free world hanging in the balance, General Dwight D. Eisenhower and Captain James Stagg face an impossible choice—launch the largest and most dangerous seaborne invasion in history or risk losing the war altogether.","Thriller, History, War",8.0,en,"weather forecast, world war ii, metereologist, d-day, historical drama, 1940s, extreme weather, unexpected problems, high‑stakes mission"
1241752,Rita,"Rita, who finds herself alone when husband Ariel works abroad. They both find solace and sexual satisfaction in other people. When Ariel comes back, they both act like nothing happened. But will this keep their marriage from falling apart?",Drama,6.0,tl,"threesome, lgbt, gay theme, sexy"
204407,Bosco d'amore,"The time is the mid-14th century --- the Pope is now residing at Avignon, the Black Death is killing millions across Europe, and civil wars are adding to the turmoil and chaos. In this story adapted from Giovanni Boccaccio's Decameron, a young teenage couple is sent to live in a nearby town by the man's uncle, in an attempt to keep them safe from harm. She is from the lower classes, and he comes from a noble family -- a family that opposes his choice of a future bride. While en route to the town, the couple's horses are stolen and they are forced to continue through the forest on foot -- at a pace that introduces them to a kaleidoscope of Boccaccio's characters, from masters of mysticism, to soldiers of the warring Papal armies. Somehow, the couple manage to get through this gauntlet of sorts, and they do marry. Just as they are ready to go back to Rome, they hear that there is an insurrection in the offing, and suddenly, their brief spate of stability is threatened again.","Drama, Romance",4.667,en,
1430077,Hokum,"When novelist Ohm Bauman retreats to a remote inn to scatter his parents' ashes, he is consumed by tales of a witch haunting the honeymoon suite. Disturbing visions and a shocking disappearance forces him to confront dark corners of his past.",Horror,6.701,en,"witch, novelist, folk horror, haunted, supernatural horror, remote inn, rural ireland"
1390300,Over Your Dead Body,"A dysfunctional couple head to a remote cabin to ""reconnect"", but each has secret intentions to kill the other.","Action, Comedy, Thriller",6.6,en,"remake, dysfunctional marriage, cabin, couple"
1522126,1000 Men and Me: The Bonnie Blue Story,"Adult content creator Bonnie Blue announced that she’d slept with 1057 men in 12 hours. Exploring the polarising debate around Bonnie and the pornification of our society, the film follows her over the most eye-opening six months of her life.","Documentary, TV Movie",5.357,en,"porn industry, softcore, nude photography"
1363387,Saccharine,"After succumbing to an obscure weight-loss craze involving the eating of human ashes, lovelorn medical student Hana finds herself haunted by the ghost of the person she's eating.",Horror,6.087,en,"supernatural, evil spirit, supernatural horror, psychological, body horror, psychological horror, horror"
1092936,The Holy Boy,"A PE teacher moves to a isolated mountain village where the people appear to live in unshakeable serenity, but soon stumbles across a disturbing ritual. Once a week, the locals are freed of their pain by a lonely boy born with the power to heal one's soul just by hugging them. Trying to rescue him from this madness, the man unleashes his dark side.","Horror, Thriller, Drama",6.971,it,"ritual, teenage boy, serenity, elevated horror"
1318447,Apex,A grieving woman pushing her limits on a solo adventure in the Australian wild is ensnared in a twisted game with a cunning killer who thinks she's prey.,"Action, Thriller",6.817,en,"norway, canoe trip, rock climbing, nutcase, survival instinct, australian wilderness, cat‑and‑mouse chase, dangerous threat, extreme challenges, grieving woman"
1560681,Colors of Evil: Black,"Investigating the disappearance of children in a remote Polish town, prosecutor Leopold Bilski must unravel a sinister local legend before it's too late.","Thriller, Mystery, Crime",6.733,pl,"child abuse, based on novel or book, missing person, political corruption, mysterious disappearance, suspenseful, crime thriller"
1273221,Scary Movie,"Twenty-six years after outrunning a suspiciously familiar masked killer, the Core Four are back in the killer's crosshairs and no horror movie IP is safe.","Comedy, Horror",5.525,en,"parody, sequel, slapstick comedy, crude humor, animated scene, slasher, horror spoof, dildo, lgbt, reboot, duringcreditsstinger, mother daughter estrangement, legacy, offensive, cosmetic surgery, weed, horror parody, non-binary, social media influencer, livestream, stoner comedy, farcical, frustrated, meta humor, transgender boy, gross out, raunchy"
969681,Spider-Man: Brand New Day,Fighting crime full-time as Spider-Man in a world that doesn't remember him—and the pressure of seeing his old friends move on without him—sparks a change in Peter Parker he may not have the power to control. But that transformation might also be the only thing that can stop a shocking new threat to the city and those he loves - a powerful villain no one can even see.,"Science Fiction, Action, Adventure",0.0,en,"mind control, new york city, mutation, superhero, spider, based on comic, sequel, ninja, super power, masked vigilante, marvel cinematic universe (mcu), masked superhero"
1297842,GOAT,"A small goat with big dreams gets a once-in-a-lifetime shot to join the pros and play roarball, a high-intensity, co-ed, full-contact sport dominated by the fastest, fiercest animals in the world.","Animation, Comedy, Family",8.1,en,"underdog, friendship, sports, allies, ambition, bullying, challenge, basketball, rivalry, coming of age, anthropomorphism, animals, intimidation, stereotype, basketball team, basketball player, big dreams, imaginary world, sneakers, vulture, playful, talking animal, anthropomorphic animal, athlete, inspirational, enemy, courage, feel good, heartwarming, exciting, fantasy sports, admiring, amused, joyful, sports comedy"
4247,Scary Movie,"A familiar-looking group of teenagers find themselves being stalked by a more-than-vaguely recognizable masked killer! As the victims begin to pile up and the laughs pile on, none of your favorite scary movies escape the razor-sharp satire of this outrageously funny parody!",Comedy,6.414,en,"high school, psychopath, garage, satire, parody, crude humor, spoof, slasher, horror spoof, drugs, aftercreditsstinger, weed, horror parody, whimsical, enthusiastic"
157336,Interstellar,The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,"Adventure, Drama, Science Fiction",8.5,en,"spacecraft, race against time, artificial intelligence (a.i.), nasa, time warp, dystopia, expedition, time travel, space travel, wormhole, famine, hibernation, black hole, quantum mechanics, family relationships, space, planet, astronaut, scientist, single father, space station, gravity, space adventure, time-manipulation, cryonics, complex, father daughter relationship, 2060s, admiring"
278,The Shawshank Redemption,"Imprisoned in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.","Drama, Crime",8.723,en,"prison, friendship, police brutality, corruption, based on novel or book, freedom, hope, prison cell, delinquent, redemption, parole board, prison escape, wrongful imprisonment, interracial friendship, framed for murder, 1940s, voiceover"
1305781,Blades of the Guardians,"Dao Ma, the ""second most wanted fugitive,"" is entrusted by his benefactor, the chief of Mo family clan, to take on a mysterious escort mission-escorting the ""most wanted fugitive"" to Chang'an.","Action, Drama, History",7.025,zh,"martial arts, bounty hunter, wuxia, historical drama, historical epic, a.d. anno domini, based on manhua, admiring"
980431,Avatar Aang: The Last Airbender,"Avatar Aang, the world's last Airbender, learns of an ancient power that could save his culture from extinction. With the help of his friends, he embarks on a global quest to find it before it falls into the wrong hands and threatens to upend the peace they sacrificed everything to achieve.","Action, Adventure, Animation, Fantasy",0.0,en,"martial arts, extinction, cultural identity, based on tv series, anime inspired"
1084242,Zootopia 2,"After cracking the biggest case in Zootopia's history, rookie cops Judy Hopps and Nick Wilde find themselves on the twisting trail of a great mystery when Gary De'Snake arrives and turns the animal metropolis upside down. To crack the case, Judy and Nick must go undercover to unexpected new parts of town, where their growing partnership is tested like never before.","Animation, Adventure, Comedy, Mystery, Family",7.7,en,"snake, bunny, fox, cop, sequel, anthropomorphism, animals, displacement, buddy cop, buddy comedy, complex, playful, talking animal, 3d animation, embarrassed, excited"
1285366,Shape of My Heart,"A romance about a man and a woman who, due to an unexpected event, end up switching bodies. Despite coming from completely different backgrounds and environments, the two try to overcome the various difficulties that arise from their body swap.",Romance,5.0,ja,"supernatural, older man younger woman relationship, body-swap, girls' love (gl), age-gap relationship"
1291608,Dhurandhar,"A mysterious traveler slips into the heart of Karachi's underbelly and rises through its ranks with lethal precision, only to tear the notorious ISI-Underworld nexus apart from within.","Action, Crime, Thriller",7.244,hi,"espionage, political party, politics, asia, patriotism, nationalism, controversy, gore, pakistan, torture, terrorism, india, terrorist attack, gun violence, bloodshed, political corruption, grim, 1990s, spy thriller, punjabi, indian, 2000s, international espionage, thriller, hindi film, action, chase scene, indian film"
350,The Devil Wears Prada,"A young woman from the Midwest gets more than she bargained for when she moves to New York to become a writer and ends up as the assistant to the tyrannical, larger-than-life editor-in-chief of a major fashion magazine.","Drama, Comedy",7.434,en,"new york city, journalist, paris, france, based on novel or book, journalism, fashion journal, assistant, job entrant, job interview, editor-in-chief, fashion, fashion magazine, bullied, city life, fashion industry, absurd, conceited, mean spirited, ridiculous, workplace drama"
39254,Real Steel,"Charlie Kenton is a washed-up fighter who retired from the ring when robots took over the sport. After his robot is trashed, he reluctantly teams up with his estranged son to rebuild and train an unlikely contender.","Action, Science Fiction, Drama",7.108,en,"future, sports, parent child relationship, fight, robot, prizefight, father son reunion, robot fighting, boxing, 2020s"
1472951,Infiltrate,"In a city overrun by crime, government Agent Lily Chen is forced to choose between her duty and her family when her husband is kidnapped, and she’s blackmailed into assassinating high-level criminals to save him. As she delves deeper into the criminal underworld, Lily’s relentless pursuit of justice unravels a web of corruption, leading to a final, life-altering decision that will change her world forever.","Action, Thriller",5.556,en,
424711,Poppea's Hot Nights,Poppea's Hot Nights (Italian: Le calde notti di Poppea) is a 1969 Italian comedy film set in Ancient Rome. It was written and directed by Guido Malatesta and stars Olga Schoberová (credited as Olinka Berova) and Brad Harris in the main roles.,Comedy,4.7,it,"prostitute, ancient rome"
226674,The Adolescent,"In the summer of 1939, 13-year-old Marie goes with her parents to visit her grandparents in a small town near Avignon. Marie discovers her femininity and falls for a young Jewish doctor, but he prefers Eva, Marie's mother.",Drama,4.5,fr,"coming of age, first love, woman director"
862,Toy Story,"Led by Woody, Andy's toys live happily in his room until Andy's birthday brings Buzz Lightyear onto the scene. Afraid of losing his place in Andy's heart, Woody plots against Buzz. But when circumstances separate Buzz and Woody from their owner, the duo eventually learns to put aside their differences.","Family, Comedy, Animation, Adventure",7.977,en,"rescue, friendship, mission, jealousy, villain, bullying, elementary school, rivalry, anthropomorphism, friends, computer animation, buddy, walkie talkie, toy car, boy next door, new toy, neighborhood, toy comes to life, resourcefulness, toy, hilarious, cheerful, pixar"
744275,After We Fell,"Just as Tessa's life begins to become unglued, nothing is what she thought it would be. Not her friends nor her family. The only person that she should be able to rely on is Hardin, who is furious when he discovers the massive secret that she's been keeping. Before Tessa makes the biggest decision of her life, everything changes because of revelations about her family.","Drama, Romance",7.003,en,"based on novel or book, family history, love, teenage crush, woman director, family tension, zealous, mischievous, enraged"
460465,Mortal Kombat,"Washed-up MMA fighter Cole Young, unaware of his heritage, and hunted by Emperor Shang Tsung's best warrior, Sub-Zero, seeks out and trains with Earth's greatest champions as he prepares to stand against the enemies of Outworld in a high stakes battle for the universe.","Action, Fantasy, Adventure",7.047,en,"martial arts, saving the world, magic, ninja fighter, gore, god, alternate dimension, shaolin monk, fighting, based on video game, martial arts tournament, reboot, hand to hand combat"
840464,Greenland 2: Migration,"Having found the safety of the Greenland bunker after the comet Clarke decimated the Earth, the Garrity family must now risk everything to embark on a perilous journey across the wasteland of Europe to find a new home.","Adventure, Thriller, Science Fiction",6.439,en,"natural disaster, shelter, protective father, traumatized child, audacious, human resilience, emotional trauma, post‑apocalyptic journey, family survival, harsh environment, constant threat, resourceful mother, military authority, collapse of society, resource scarcity, parental sacrifice, lawless zones"
235271,Addicted,A gallerist risks her family and flourishing career when she enters into an affair with a talented painter and slowly loses control of her life.,"Drama, Thriller",5.91,en,"infidelity, obsession, lie, sin, interracial relationship, lust, attraction, deceit, temptation, faithful husband"
1351908,Bharat Bhhagya Viddhaata,"Inside Cama Hospital, one of the sites targeted during the 2008 Mumbai terror attacks, nurses, ward boys, cleaners, lift operators, security personnel, and administrative workers keep 400 people alive while armed assailants struck the city around them.","Drama, Thriller",0.0,hi,"mumbai (bombay), india, based on true story, hospital, terrorism, terrorist attack, 2000s"
1159559,Scream 7,"When a new Ghostface killer emerges in the quiet town where Sidney Prescott has built a new life, her darkest fears are realized as her daughter becomes the next target. Determined to protect her family, Sidney must face the horrors of her past to put an end to the bloodshed once and for all.","Horror, Mystery, Crime",6.175,en,"mask, indiana, usa, artificial intelligence (a.i.), sequel, murder, serial killer, slasher, whodunit, killing spree, self-referential, reboot, crime spree, duringcreditsstinger, shocking, aggressive, murder mystery, masked villain, murder spree, teen horror, slasher horror, bold, horrified, whodunnit"
755898,War of the Worlds,"Will Radford is a top analyst for Homeland Security who tracks potential threats through a mass surveillance program, until one day an attack by an unknown entity leads him to question whether the government is hiding something from him... and from the rest of the world.","Science Fiction, Thriller",4.083,en,"government, attack, privacy, surveillance, found footage, cybersecurity, district, online privacy, screenlife, war"
603,The Matrix,"Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.","Action, Science Fiction",8.248,en,"man vs machine, martial arts, fortune teller, artificial intelligence (a.i.), saving the world, prophecy, philosophy, dystopia, allegory, insurgence, chosen one, simulated reality , cyberpunk, gnosticism, amused, allegory of the cave, dystopian"
1242898,Predator: Badlands,"Cast out from his clan, a young Predator finds an unlikely ally in a damaged android and embarks on a treacherous journey in search of the ultimate adversary.","Action, Science Fiction, Adventure",7.792,en,"sequel, survival, outcast, alien planet, spin off, casual, team up, frustrated, vibrant, hostile alien wilderness, relentless hunt, intense creature combat, deadly pursuit, invisible predator, territorial threat, unexpected alliances, hostile terrain, unknown world, deadly environment, hunter vs hunted, stealth pursuit"
1613798,Vengeance,"The brutal murder of the wife of “Toro,” a military hero in the special forces, turns him into a man with a single purpose: revenge. After a stroke of fate makes him a millionaire, Carlos transforms his fortune into an arsenal and, together with his closest soldiers, sets out to hunt down those responsible.","Action, Thriller",7.517,es,"revenge, betrayal, manhunt, vengeance, action thriller, revenge mission, relentless pursuit, corrupt officials, deadly confrontation, dark secrets, redemption quest, ruthless enemies, personal justice, violent retaliation, innocent victim"
1368166,The Housemaid,"Trying to escape her past, Millie Calloway accepts a job as a live-in housemaid for the wealthy Nina and Andrew Winchester. But what begins as a dream job quickly unravels into something far more dangerous—a sexy, seductive game of secrets, scandal, and power.","Mystery, Thriller",7.254,en,"based on novel or book, manipulation, psychological thriller, housekeeper, dominance, attic, housemaid, enigmatic, mysterious, adaptation, secret, mystery, suspense thriller, hilarious, antagonistic, authoritarian, power shift, social disparity"
1127384,Deep Water,A group of international passengers on a flight from Los Angeles to Shanghai is forced to make an emergency landing in shark-infested waters. The terrified group is forced to work together and overcome their differences if they hope to escape their sinking plane and the frenzy of sharks drawn to the wreckage.,"Thriller, Horror",6.4,en,shark
1265609,War Machine,"On one last grueling mission during Army Ranger training, a combat engineer must lead his unit in a fight against a giant otherworldly killing machine.","Action, Science Fiction, Thriller",7.392,en,"struggle for survival, military training, hostile, afghanistan veteran, alien hunters, alien arrival, military sci-fi, u.s. army ranger, extraterrestrial threat, special forces training, firefights, hostile encounter, high‑intensity conflict, gore elements, veteran soldier, remote outpost"
